Year,State,CPI,Minimum_Wage_State,Minimum_Wage_Federal,Unemployment%_state,GDP_perCap,Inflation_rate,Federal_Interest_Rate,Unemployment_Rate_Federal,Real_GDP_%Change,LFPR,Poverty_Rate
1980,Texas,82.4,3.1,3.1,4.7,12574.79151,12.5,13.82,6.3,1.3,78.7,12.912
1980,Utah,82.4,3.1,3.1,5.2,12574.79151,12.5,13.82,6.3,1.3,78.7,12.912
1980,Vermont,82.4,3.1,3.1,5.0,12574.79151,12.5,13.82,6.3,1.3,78.7,12.912
1980,Virginia,82.4,3.1,3.1,4.5,12574.79151,12.5,13.82,6.3,1.3,78.7,12.912
1980,Washington,82.4,3.1,3.1,6.8,12574.79151,12.5,13.82,6.3,1.3,78.7,12.912
1980,West Virginia,82.4,3.1,3.1,8.2,12574.79151,12.5,13.82,6.3,1.3,78.7,12.912
1980,Wisconsin,82.4,3.1,3.1,5.2,12574.79151,12.5,13.82,6.3,1.3,78.7,12.912
1980,Wyoming,82.4,3.1,3.1,3.1,12574.79151,12.5,13.82,6.3,1.3,78.7,12.912
1981,Alabama,90.9,3.35,3.35,9.7,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Alaska,90.9,3.85,3.35,9.1,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Arizona,90.9,3.35,3.35,6.1,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Arkansas,90.9,3.35,3.35,8.2,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,California,90.9,3.35,3.35,7.1,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Colorado,90.9,3.35,3.35,6.1,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Connecticut,90.9,3.37,3.35,6.0,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Delaware,90.9,3.35,3.35,7.7,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,District of Columbia,90.9,3.35,3.35,8.2,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Florida,90.9,3.35,3.35,6.3,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Georgia,90.9,3.35,3.35,6.1,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Hawaii,90.9,3.35,3.35,5.1,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Idaho,90.9,3.35,3.35,7.2,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Illinois,90.9,3.35,3.35,8.9,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Indiana,90.9,3.35,3.35,9.3,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Iowa,90.9,3.35,3.35,6.1,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Kansas,90.9,3.35,3.35,4.5,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Kentucky,90.9,3.35,3.35,8.5,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Louisiana,90.9,3.35,3.35,7.9,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Maine,90.9,3.35,3.35,7.4,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Maryland,90.9,3.35,3.35,6.7,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Massachusetts,90.9,3.35,3.35,5.9,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Michigan,90.9,3.35,3.35,12.4,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Minnesota,90.9,3.35,3.35,5.7,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Mississippi,90.9,3.35,3.35,8.2,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Missouri,90.9,3.35,3.35,7.7,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Montana,90.9,3.35,3.35,6.4,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Nebraska,90.9,3.35,3.35,4.0,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Nevada,90.9,3.35,3.35,7.2,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,New Hampshire,90.9,3.35,3.35,4.7,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,New Jersey,90.9,3.35,3.35,7.5,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,New Mexico,90.9,3.35,3.35,7.8,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,New York,90.9,3.35,3.35,7.6,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,North Carolina,90.9,3.35,3.35,6.4,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,North Dakota,90.9,3.35,3.35,5.1,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Ohio,90.9,3.35,3.35,9.1,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Oklahoma,90.9,3.35,3.35,3.7,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Oregon,90.9,3.35,3.35,9.1,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Pennsylvania,90.9,3.35,3.35,8.0,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Rhode Island,90.9,3.35,3.35,7.1,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,South Carolina,90.9,3.35,3.35,7.3,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,South Dakota,90.9,3.35,3.35,5.1,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Tennessee,90.9,3.35,3.35,8.2,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Texas,90.9,3.35,3.35,5.2,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Utah,90.9,3.35,3.35,6.6,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Vermont,90.9,3.35,3.35,5.8,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Virginia,90.9,3.35,3.35,5.3,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Washington,90.9,3.35,3.35,8.5,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,West Virginia,90.9,3.35,3.35,11.1,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Wisconsin,90.9,3.35,3.35,7.9,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1981,Wyoming,90.9,3.35,3.35,4.5,13976.10975,8.9,19.08,7.5,8.5,79.0,13.814
1982,Alabama,96.5,3.35,3.35,12.7,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Alaska,96.5,3.85,3.35,9.8,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Arizona,96.5,3.35,3.35,7.8,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Arkansas,96.5,3.35,3.35,9.3,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,California,96.5,3.35,3.35,8.8,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Colorado,96.5,3.35,3.35,6.2,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Connecticut,96.5,3.37,3.35,6.7,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Delaware,96.5,3.35,3.35,8.5,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,District of Columbia,96.5,3.35,3.35,9.6,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Florida,96.5,3.35,3.35,7.7,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Georgia,96.5,3.35,3.35,7.4,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Hawaii,96.5,3.35,3.35,5.8,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Idaho,96.5,3.35,3.35,9.3,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Illinois,96.5,3.35,3.35,9.5,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Indiana,96.5,3.35,3.35,11.5,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Iowa,96.5,3.35,3.35,7.8,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Kansas,96.5,3.35,3.35,5.0,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Kentucky,96.5,3.35,3.35,9.8,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Louisiana,96.5,3.35,3.35,9.4,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Maine,96.5,3.35,3.35,8.2,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Maryland,96.5,3.35,3.35,8.2,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Massachusetts,96.5,3.35,3.35,7.4,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Michigan,96.5,3.35,3.35,14.3,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Minnesota,96.5,3.35,3.35,6.6,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Mississippi,96.5,3.35,3.35,9.8,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Missouri,96.5,3.35,3.35,8.6,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Montana,96.5,3.35,3.35,7.9,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Nebraska,96.5,3.35,3.35,4.8,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Nevada,96.5,3.35,3.35,8.6,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,New Hampshire,96.5,3.35,3.35,6.3,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,New Jersey,96.5,3.35,3.35,8.3,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,New Mexico,96.5,3.35,3.35,7.6,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,New York,96.5,3.35,3.35,8.1,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,North Carolina,96.5,3.35,3.35,8.6,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,North Dakota,96.5,3.35,3.35,5.0,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Ohio,96.5,3.35,3.35,11.3,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Oklahoma,96.5,3.35,3.35,4.4,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Oregon,96.5,3.35,3.35,11.0,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Pennsylvania,96.5,3.35,3.35,9.7,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Rhode Island,96.5,3.35,3.35,9.0,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,South Carolina,96.5,3.35,3.35,9.8,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,South Dakota,96.5,3.35,3.35,4.9,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Tennessee,96.5,3.35,3.35,10.6,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Texas,96.5,3.35,3.35,5.8,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Utah,96.5,3.35,3.35,7.2,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Vermont,96.5,3.35,3.35,6.6,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Virginia,96.5,3.35,3.35,7.0,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Washington,96.5,3.35,3.35,11.0,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,West Virginia,96.5,3.35,3.35,10.9,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Wisconsin,96.5,3.35,3.35,9.0,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1982,Wyoming,96.5,3.35,3.35,4.2,14433.78773,3.8,13.22,8.6,-6.5,79.4,14.645999999999999
1983,Alabama,99.6,3.35,3.35,14.9,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Alaska,99.6,3.85,3.35,10.7,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Arizona,99.6,3.35,3.35,11.6,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Arkansas,99.6,3.35,3.35,10.1,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,California,99.6,3.35,3.35,11.1,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Colorado,99.6,3.35,3.35,8.8,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Connecticut,99.6,3.37,3.35,6.8,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Delaware,99.6,3.35,3.35,8.4,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,District of Columbia,99.6,3.35,3.35,11.3,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Florida,99.6,3.35,3.35,9.4,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Georgia,99.6,3.35,3.35,8.5,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Hawaii,99.6,3.35,3.35,6.2,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Idaho,99.6,3.35,3.35,10.5,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Illinois,99.6,3.35,3.35,13.0,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Indiana,99.6,3.35,3.35,12.5,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Iowa,99.6,3.35,3.35,9.2,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Kansas,99.6,3.35,3.35,6.9,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Kentucky,99.6,3.35,3.35,12.2,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Louisiana,99.6,3.35,3.35,11.7,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Maine,99.6,3.35,3.35,9.0,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Maryland,99.6,3.35,3.35,8.1,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Massachusetts,99.6,3.35,3.35,8.0,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Michigan,99.6,3.35,3.35,16.5,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Minnesota,99.6,3.35,3.35,8.9,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Mississippi,99.6,3.35,3.35,12.4,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Missouri,99.6,3.35,3.35,10.4,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Montana,99.6,3.35,3.35,9.2,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Nebraska,99.6,3.35,3.35,6.3,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Nevada,99.6,3.35,3.35,11.3,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,New Hampshire,99.6,3.35,3.35,6.7,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,New Jersey,99.6,3.35,3.35,9.1,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,New Mexico,99.6,3.35,3.35,10.4,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,New York,99.6,3.35,3.35,9.6,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,North Carolina,99.6,3.35,3.35,10.0,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,North Dakota,99.6,3.35,3.35,6.4,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Ohio,99.6,3.35,3.35,13.8,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Oklahoma,99.6,3.35,3.35,8.6,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Oregon,99.6,3.35,3.35,11.9,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Pennsylvania,99.6,3.35,3.35,12.4,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Rhode Island,99.6,3.35,3.35,10.2,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,South Carolina,99.6,3.35,3.35,11.5,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,South Dakota,99.6,3.35,3.35,6.0,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Tennessee,99.6,3.35,3.35,12.8,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Texas,99.6,3.35,3.35,8.4,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Utah,99.6,3.35,3.35,9.6,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Vermont,99.6,3.35,3.35,7.1,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Virginia,99.6,3.35,3.35,7.6,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Washington,99.6,3.35,3.35,12.0,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,West Virginia,99.6,3.35,3.35,18.3,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Wisconsin,99.6,3.35,3.35,11.5,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1983,Wyoming,99.6,3.35,3.35,8.4,15543.89372,3.8,8.68,10.4,5.3,79.8,14.83
1984,Alabama,103.9,3.35,3.35,12.3,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Alaska,103.9,3.85,3.35,10.2,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Arizona,103.9,3.35,3.35,5.7,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Arkansas,103.9,3.35,3.35,8.8,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,California,103.9,3.35,3.35,8.3,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Colorado,103.9,3.35,3.35,5.3,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Connecticut,103.9,3.37,3.35,5.1,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Delaware,103.9,3.35,3.35,6.7,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,District of Columbia,103.9,3.35,3.35,9.9,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Florida,103.9,3.35,3.35,7.2,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Georgia,103.9,3.35,3.35,6.4,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Hawaii,103.9,3.35,3.35,5.6,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Idaho,103.9,3.35,3.35,7.3,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Illinois,103.9,3.35,3.35,9.9,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Indiana,103.9,3.35,3.35,9.3,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Iowa,103.9,3.35,3.35,7.1,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Kansas,103.9,3.35,3.35,5.2,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Kentucky,103.9,3.35,3.35,9.6,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Louisiana,103.9,3.35,3.35,10.0,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Maine,103.9,3.35,3.35,6.9,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Maryland,103.9,3.35,3.35,5.6,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Massachusetts,103.9,3.35,3.35,5.6,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Michigan,103.9,3.35,3.35,12.0,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Minnesota,103.9,3.35,3.35,6.8,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Mississippi,103.9,3.35,3.35,10.8,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Missouri,103.9,3.35,3.35,8.6,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Montana,103.9,3.35,3.35,7.7,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Nebraska,103.9,3.35,3.35,4.8,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Nevada,103.9,3.35,3.35,7.9,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,New Hampshire,103.9,3.35,3.35,4.4,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,New Jersey,103.9,3.35,3.35,6.8,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,New Mexico,103.9,3.35,3.35,8.1,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,New York,103.9,3.35,3.35,7.6,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,North Carolina,103.9,3.35,3.35,7.3,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,North Dakota,103.9,3.35,3.35,5.3,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Ohio,103.9,3.35,3.35,10.3,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Oklahoma,103.9,3.35,3.35,6.9,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Oregon,103.9,3.35,3.35,9.6,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Pennsylvania,103.9,3.35,3.35,9.4,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Rhode Island,103.9,3.35,3.35,6.4,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,South Carolina,103.9,3.35,3.35,7.6,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,South Dakota,103.9,3.35,3.35,4.3,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Tennessee,103.9,3.35,3.35,9.8,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Texas,103.9,3.35,3.35,6.8,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Utah,103.9,3.35,3.35,7.3,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Vermont,103.9,3.35,3.35,5.7,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Virginia,103.9,3.35,3.35,5.1,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Washington,103.9,3.35,3.35,10.1,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,West Virginia,103.9,3.35,3.35,14.6,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Wisconsin,103.9,3.35,3.35,7.8,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1984,Wyoming,103.9,3.35,3.35,6.4,17121.22548,3.9,9.56,8.0,8.2,80.1,13.982
1985,Alabama,107.6,3.35,3.35,10.1,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Alaska,107.6,3.85,3.35,9.6,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Arizona,107.6,3.35,3.35,5.7,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Arkansas,107.6,3.35,3.35,8.4,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,California,107.6,3.35,3.35,7.3,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Colorado,107.6,3.35,3.35,5.8,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Connecticut,107.6,3.37,3.35,4.5,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Delaware,107.6,3.35,3.35,5.8,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,District of Columbia,107.6,3.35,3.35,8.3,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Florida,107.6,3.35,3.35,6.3,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Georgia,107.6,3.35,3.35,6.3,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Hawaii,107.6,3.35,3.35,5.3,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Idaho,107.6,3.35,3.35,7.4,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Illinois,107.6,3.35,3.35,8.8,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Indiana,107.6,3.35,3.35,8.1,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Iowa,107.6,3.35,3.35,7.3,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Kansas,107.6,3.35,3.35,5.0,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Kentucky,107.6,3.35,3.35,8.6,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Louisiana,107.6,3.35,3.35,11.1,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Maine,107.6,3.35,3.35,5.7,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Maryland,107.6,3.35,3.35,5.0,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Massachusetts,107.6,3.35,3.35,4.2,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Michigan,107.6,3.35,3.35,10.5,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Minnesota,107.6,3.35,3.35,6.0,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Mississippi,107.6,3.35,3.35,10.4,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Missouri,107.6,3.35,3.35,6.8,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Montana,107.6,3.35,3.35,7.5,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Nebraska,107.6,3.35,3.35,4.6,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Nevada,107.6,3.35,3.35,7.6,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,New Hampshire,107.6,3.35,3.35,4.2,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,New Jersey,107.6,3.35,3.35,5.8,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,New Mexico,107.6,3.35,3.35,8.2,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,New York,107.6,3.35,3.35,6.8,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,North Carolina,107.6,3.35,3.35,6.3,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,North Dakota,107.6,3.35,3.35,5.4,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Ohio,107.6,3.35,3.35,8.9,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Oklahoma,107.6,3.35,3.35,7.1,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Oregon,107.6,3.35,3.35,9.2,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
